# GT/MT combo	# dups	# losses	Total score	Maps
GT-599 to MT-0	10	21	31	(LRECL-LRECL-0043a1_LRECL[LRECL+-0],(((LRECL-LRECL-0046c4_LRECL[LRECL+-0],TURTI-32264-000084_TURTI[TURTI+-0])<1>[<7>+-0],(TURTI-32264-0016be_TURTI[TURTI+-0],((CSCUL-CSCUL-003697_CSCUL[CSCUL+-0],(CSCUL-CSCUL-003695_CSCUL[CSCUL+-0],(MOCCI-34638-0042c3_MOCCI[MOCCI+-0],ISCAP-6945-0028bd_ISCAP[ISCAP+-0])<2>[<5>+-0])<3>[<7>+-0])<4>[<7>+-1],(LRECL-LRECL-004c73_LRECL[LRECL+-0],((PTEPI-PTEPI-001c8f_PTEPI[PTEPI+-0],LHESP-LHESP-00181c_LHESP[LHESP+-0])<5>[<1>+-0],(SMIMO-407821-0020d4_SMIMO[SMIMO+-0],LRECL-LRECL-00051b_LRECL[LRECL+-0])<6>[<3>+-0])<7>[<3>+-1])<8>[<3>+-1])<9>[<7>+-1])<10>[<7>+-1])<11>[<7>+-1],(MOCCI-34638-002ad4_MOCCI[MOCCI+-0],(((CSCUL-CSCUL-004a39_CSCUL[CSCUL+-0],CSCUL-CSCUL-00247e_CSCUL[CSCUL+-0])<12>[CSCUL+-1],CSCUL-CSCUL-004a3a_CSCUL[CSCUL+-0])<13>[CSCUL+-1],((PTEPI-PTEPI-002b9a_PTEPI[PTEPI+-0],LHESP-LHESP-000bd8_LHESP[LHESP+-0])<14>[<1>+-0],SMIMO-407821-000feb_SMIMO[SMIMO+-0])<15>[<2>+-0])<16>[<4>+-0])<17>[<7>+-0])<18>[<7>+-1])<19>[<7>+-1]
GT-600 to MT-0	1	5	6	((CSCUL-CSCUL-004afb_CSCUL[CSCUL+-0],MOCCI-34638-000daa_MOCCI[MOCCI+-0])<1>[<7>+-0],CSCUL-CSCUL-00738d_CSCUL[CSCUL+-0])<2>[<7>+-1]
GT-601 to MT-0	0	3	3	(ISCAP-6945-000656_ISCAP[ISCAP+-0],(CSCUL-CSCUL-0051e3_CSCUL[CSCUL+-0],(LRECL-LRECL-001490_LRECL[LRECL+-0],(SMIMO-407821-00347c_SMIMO[SMIMO+-0],PTEPI-PTEPI-003688_PTEPI[PTEPI+-0])<1>[<2>+-0])<2>[<3>+-0])<3>[<4>+-0])<4>[<7>+-0]
GT-602 to MT-0	7	15	22	((((CSCUL-CSCUL-002825_CSCUL[CSCUL+-0],ISCAP-6945-0045c4_ISCAP[ISCAP+-0])<1>[<7>+-0],CSCUL-CSCUL-00334d_CSCUL[CSCUL+-0])<2>[<7>+-1],((SMIMO-407821-005d47_SMIMO[SMIMO+-0],PTEPI-PTEPI-002a0e_PTEPI[PTEPI+-0])<3>[<2>+-0],LRECL-LRECL-002388_LRECL[LRECL+-0])<4>[<3>+-0])<5>[<7>+-1],((SMIMO-407821-002266_SMIMO[SMIMO+-0],(PTEPI-PTEPI-00000b_PTEPI[PTEPI+-0],LHESP-LHESP-003cc7_LHESP[LHESP+-0])<6>[<1>+-0])<7>[<2>+-0],((CSCUL-CSCUL-002827_CSCUL[CSCUL+-0],(TURTI-32264-0023ac_TURTI[TURTI+-0],(TURTI-32264-00298e_TURTI[TURTI+-0],TURTI-32264-00205b_TURTI[TURTI+-0])<8>[TURTI+-1])<9>[TURTI+-1])<10>[<7>+-0],TURTI-32264-0002c6_TURTI[TURTI+-0])<11>[<7>+-1])<12>[<7>+-1])<13>[<7>+-1]
GT-603 to MT-0	5	14	19	(MOCCI-34638-00095f_MOCCI[MOCCI+-0],(((ISCAP-6945-000d13_ISCAP[ISCAP+-0],CSCUL-CSCUL-002b75_CSCUL[CSCUL+-0])<1>[<7>+-0],TURTI-32264-001aea_TURTI[TURTI+-0])<2>[<7>+-1],(LRECL-LRECL-003e1d_LRECL[LRECL+-0],(LHESP-LHESP-0004b0_LHESP[LHESP+-0],(PTEPI-PTEPI-00683a_PTEPI[PTEPI+-0],((LHESP-LHESP-0004af_LHESP[LHESP+-0],PTEPI-PTEPI-006839_PTEPI[PTEPI+-0])<3>[<1>+-0],SMIMO-407821-0007a7_SMIMO[SMIMO+-0])<4>[<2>+-0])<5>[<2>+-1])<6>[<2>+-1])<7>[<3>+-0])<8>[<7>+-1])<9>[<7>+-1]
GT-604 to MT-0	5	9	14	((ISCAP-6945-003693_ISCAP[ISCAP+-0],(MOCCI-34638-000cbf_MOCCI[MOCCI+-0],(LRECL-LRECL-000f35_LRECL[LRECL+-0],LRECL-LRECL-000f7d_LRECL[LRECL+-0])<1>[LRECL+-1])<2>[<7>+-0])<3>[<7>+-1],(CSCUL-CSCUL-000153_CSCUL[CSCUL+-0],(CSCUL-CSCUL-006ae8_CSCUL[CSCUL+-0],CSCUL-CSCUL-0043fb_CSCUL[CSCUL+-0])<4>[CSCUL+-1])<5>[CSCUL+-1])<6>[<7>+-1]
GT-605 to MT-0	4	7	11	(((ISCAP-6945-0010f5_ISCAP[ISCAP+-0],CSCUL-CSCUL-00561f_CSCUL[CSCUL+-0])<1>[<7>+-0],((LRECL-LRECL-003498_LRECL[LRECL+-0],LRECL-LRECL-0020e9_LRECL[LRECL+-0])<2>[LRECL+-1],((LHESP-LHESP-00223c_LHESP[LHESP+-0],PTEPI-PTEPI-0034c5_PTEPI[PTEPI+-0])<3>[<1>+-0],(SMIMO-407821-003b87_SMIMO[SMIMO+-0],SMIMO-407821-003b96_SMIMO[SMIMO+-0])<4>[SMIMO+-1])<5>[<2>+-0])<6>[<3>+-0])<7>[<7>+-1],(MOCCI-34638-003d0a_MOCCI[MOCCI+-0],TURTI-32264-0025e0_TURTI[TURTI+-0])<8>[<6>+-0])<9>[<7>+-1]
GT-606 to MT-0	5	10	15	((TURTI-32264-00291b_TURTI[TURTI+-0],(((SMIMO-407821-0062df_SMIMO[SMIMO+-0],((PTEPI-PTEPI-000f99_PTEPI[PTEPI+-0],LHESP-LHESP-000c38_LHESP[LHESP+-0])<1>[<1>+-0],LHESP-LHESP-000c37_LHESP[LHESP+-0])<2>[<1>+-1])<3>[<2>+-0],(CSCUL-CSCUL-004c82_CSCUL[CSCUL+-0],CSCUL-CSCUL-005152_CSCUL[CSCUL+-0])<4>[CSCUL+-1])<5>[<4>+-0],(CSCUL-CSCUL-005151_CSCUL[CSCUL+-0],(ISCAP-6945-00085d_ISCAP[ISCAP+-0],MOCCI-34638-00338b_MOCCI[MOCCI+-0])<6>[<5>+-0])<7>[<7>+-0])<8>[<7>+-1])<9>[<7>+-1],LRECL-LRECL-0035ee_LRECL[LRECL+-0])<10>[<7>+-1]
GT-607 to MT-0	9	22	31	((((SMIMO-407821-004870_SMIMO[SMIMO+-0],PTEPI-PTEPI-00521a_PTEPI[PTEPI+-0])<1>[<2>+-0],SMIMO-407821-0019b5_SMIMO[SMIMO+-0])<2>[<2>+-1],LHESP-LHESP-002896_LHESP[LHESP+-0])<3>[<2>+-1],(LRECL-LRECL-0017e2_LRECL[LRECL+-0],((ISCAP-6945-0046b8_ISCAP[ISCAP+-0],(((((PTEPI-PTEPI-001643_PTEPI[PTEPI+-0],LHESP-LHESP-001f76_LHESP[LHESP+-0])<4>[<1>+-0],PTEPI-PTEPI-001644_PTEPI[PTEPI+-0])<5>[<1>+-1],((PTEPI-PTEPI-001642_PTEPI[PTEPI+-0],LHESP-LHESP-001f75_LHESP[LHESP+-0])<6>[<1>+-0],SMIMO-407821-002e5d_SMIMO[SMIMO+-0])<7>[<2>+-0])<8>[<2>+-1],CSCUL-CSCUL-0030f6_CSCUL[CSCUL+-0])<9>[<4>+-0],(CSCUL-CSCUL-00195a_CSCUL[CSCUL+-0],TURTI-32264-002cff_TURTI[TURTI+-0])<10>[<7>+-0])<11>[<7>+-1])<12>[<7>+-1],MOCCI-34638-0047e0_MOCCI[MOCCI+-0])<13>[<7>+-1])<14>[<7>+-1])<15>[<7>+-1]
GT-608 to MT-0	8	22	30	(((SMIMO-407821-00424c_SMIMO[SMIMO+-0],LHESP-LHESP-001e02_LHESP[LHESP+-0])<1>[<2>+-0],(LRECL-LRECL-000de1_LRECL[LRECL+-0],LHESP-LHESP-003c1c_LHESP[LHESP+-0])<2>[<3>+-0])<3>[<3>+-1],(CSCUL-CSCUL-00613e_CSCUL[CSCUL+-0],(PTEPI-PTEPI-00376f_PTEPI[PTEPI+-0],(((((TURTI-32264-0038db_TURTI[TURTI+-0],TURTI-32264-00019e_TURTI[TURTI+-0])<4>[TURTI+-1],MOCCI-34638-002b81_MOCCI[MOCCI+-0])<5>[<6>+-0],MOCCI-34638-003806_MOCCI[MOCCI+-0])<6>[<6>+-1],(MOCCI-34638-002b82_MOCCI[MOCCI+-0],TURTI-32264-00019b_TURTI[TURTI+-0])<7>[<6>+-0])<8>[<6>+-1],(ISCAP-6945-002d7c_ISCAP[ISCAP+-0],(SMIMO-407821-0016b4_SMIMO[SMIMO+-0],CSCUL-CSCUL-002c4c_CSCUL[CSCUL+-0])<9>[<4>+-0])<10>[<7>+-0])<11>[<7>+-1])<12>[<7>+-1])<13>[<7>+-1])<14>[<7>+-1]
GT-609 to MT-0	4	6	10	(((SMIMO-407821-00005f_SMIMO[SMIMO+-0],SMIMO-407821-0042d9_SMIMO[SMIMO+-0])<1>[SMIMO+-1],((PTEPI-PTEPI-004994_PTEPI[PTEPI+-0],LHESP-LHESP-002d07_LHESP[LHESP+-0])<2>[<1>+-0],LHESP-LHESP-0004f1_LHESP[LHESP+-0])<3>[<1>+-1])<4>[<2>+-0],(CSCUL-CSCUL-003eaf_CSCUL[CSCUL+-0],(TURTI-32264-0035fe_TURTI[TURTI+-0],TURTI-32264-0026f7_TURTI[TURTI+-0])<5>[TURTI+-1])<6>[<7>+-0])<7>[<7>+-1]
GT-611 to MT-0	3	12	15	(LRECL-LRECL-001692_LRECL[LRECL+-0],(TURTI-32264-00357c_TURTI[TURTI+-0],(MOCCI-34638-000e78_MOCCI[MOCCI+-0],((CSCUL-CSCUL-0071b1_CSCUL[CSCUL+-0],(PTEPI-PTEPI-000484_PTEPI[PTEPI+-0],SMIMO-407821-004303_SMIMO[SMIMO+-0])<1>[<2>+-0])<2>[<4>+-0],ISCAP-6945-004d7d_ISCAP[ISCAP+-0])<3>[<7>+-0])<4>[<7>+-1])<5>[<7>+-1])<6>[<7>+-1]
GT-612 to MT-0	2	5	7	(((MOCCI-34638-00125a_MOCCI[MOCCI+-0],MOCCI-34638-001d39_MOCCI[MOCCI+-0])<1>[MOCCI+-1],(ISCAP-6945-00043b_ISCAP[ISCAP+-0],TURTI-32264-000fbc_TURTI[TURTI+-0])<2>[<6>+-0])<3>[<6>+-1],((PTEPI-PTEPI-005150_PTEPI[PTEPI+-0],SMIMO-407821-005acc_SMIMO[SMIMO+-0])<4>[<2>+-0],CSCUL-CSCUL-005670_CSCUL[CSCUL+-0])<5>[<4>+-0])<6>[<7>+-0]
GT-613 to MT-0	4	19	23	(LRECL-LRECL-003281_LRECL[LRECL+-0],((SMIMO-407821-0019aa_SMIMO[SMIMO+-0],(PTEPI-PTEPI-002b82_PTEPI[PTEPI+-0],((TURTI-32264-003a5d_TURTI[TURTI+-0],MOCCI-34638-002c42_MOCCI[MOCCI+-0])<1>[<6>+-0],ISCAP-6945-002291_ISCAP[ISCAP+-0])<2>[<6>+-1])<3>[<7>+-0])<4>[<7>+-1],LHESP-LHESP-000520_LHESP[LHESP+-0])<5>[<7>+-1])<6>[<7>+-1]
GT-615 to MT-0	1	3	4	(CSCUL-CSCUL-003976_CSCUL[CSCUL+-0],((SMIMO-407821-001c42_SMIMO[SMIMO+-0],(PTEPI-PTEPI-0031a5_PTEPI[PTEPI+-0],LHESP-LHESP-0003b7_LHESP[LHESP+-0])<1>[<1>+-0])<2>[<2>+-0],CSCUL-CSCUL-006108_CSCUL[CSCUL+-0])<3>[<4>+-0])<4>[<4>+-1]
GT-616 to MT-0	13	18	31	((LRECL-LRECL-00481a_LRECL[LRECL+-0],TURTI-32264-00202d_TURTI[TURTI+-0])<1>[<7>+-0],(((LRECL-LRECL-003298_LRECL[LRECL+-0],ISCAP-6945-0046aa_ISCAP[ISCAP+-0])<2>[<7>+-0],CSCUL-CSCUL-003e42_CSCUL[CSCUL+-0])<3>[<7>+-1],(MOCCI-34638-004857_MOCCI[MOCCI+-0],((SMIMO-407821-005064_SMIMO[SMIMO+-0],((SMIMO-407821-005e40_SMIMO[SMIMO+-0],SMIMO-407821-005243_SMIMO[SMIMO+-0])<4>[SMIMO+-1],SMIMO-407821-003c48_SMIMO[SMIMO+-0])<5>[SMIMO+-1])<6>[SMIMO+-1],((LRECL-LRECL-003294_LRECL[LRECL+-0],LHESP-LHESP-00192d_LHESP[LHESP+-0])<7>[<3>+-0],(PTEPI-PTEPI-003764_PTEPI[PTEPI+-0],(LHESP-LHESP-00192e_LHESP[LHESP+-0],(LHESP-LHESP-00054c_LHESP[LHESP+-0],((LHESP-LHESP-002d0b_LHESP[LHESP+-0],LHESP-LHESP-001be7_LHESP[LHESP+-0])<8>[LHESP+-1],(LHESP-LHESP-003e95_LHESP[LHESP+-0],LHESP-LHESP-001d2f_LHESP[LHESP+-0])<9>[LHESP+-1])<10>[LHESP+-1])<11>[LHESP+-1])<12>[LHESP+-1])<13>[<1>+-0])<14>[<3>+-1])<15>[<3>+-1])<16>[<7>+-0])<17>[<7>+-1])<18>[<7>+-1]
GT-617 to MT-0	2	9	11	((ISCAP-6945-0040c6_ISCAP[ISCAP+-0],(CSCUL-CSCUL-005a8d_CSCUL[CSCUL+-0],(SMIMO-407821-002cd6_SMIMO[SMIMO+-0],(PTEPI-PTEPI-004480_PTEPI[PTEPI+-0],LHESP-LHESP-0017f0_LHESP[LHESP+-0])<1>[<1>+-0])<2>[<2>+-0])<3>[<4>+-0])<4>[<7>+-0],((TURTI-32264-003e92_TURTI[TURTI+-0],MOCCI-34638-0016b9_MOCCI[MOCCI+-0])<5>[<6>+-0],((SMIMO-407821-003088_SMIMO[SMIMO+-0],PTEPI-PTEPI-00447f_PTEPI[PTEPI+-0])<6>[<2>+-0],LHESP-LHESP-00367b_LHESP[LHESP+-0])<7>[<2>+-1])<8>[<7>+-0])<9>[<7>+-1]
GT-618 to MT-0	3	4	7	(((TURTI-32264-0015e3_TURTI[TURTI+-0],(MOCCI-34638-002955_MOCCI[MOCCI+-0],(MOCCI-34638-002956_MOCCI[MOCCI+-0],MOCCI-34638-002957_MOCCI[MOCCI+-0])<1>[MOCCI+-1])<2>[MOCCI+-1])<3>[<6>+-0],ISCAP-6945-0045df_ISCAP[ISCAP+-0])<4>[<6>+-1],(CSCUL-CSCUL-0072d2_CSCUL[CSCUL+-0],(SMIMO-407821-0059f9_SMIMO[SMIMO+-0],(PTEPI-PTEPI-000931_PTEPI[PTEPI+-0],LHESP-LHESP-0042b5_LHESP[LHESP+-0])<5>[<1>+-0])<6>[<2>+-0])<7>[<4>+-0])<8>[<7>+-0]
GT-619 to MT-0	1	3	4	(CSCUL-CSCUL-001afb_CSCUL[CSCUL+-0],((SMIMO-407821-0026df_SMIMO[SMIMO+-0],(LHESP-LHESP-000f1f_LHESP[LHESP+-0],PTEPI-PTEPI-005a6d_PTEPI[PTEPI+-0])<1>[<1>+-0])<2>[<2>+-0],CSCUL-CSCUL-001afc_CSCUL[CSCUL+-0])<3>[<4>+-0])<4>[<4>+-1]
GT-620 to MT-0	1	4	5	((ISCAP-6945-0044f5_ISCAP[ISCAP+-0],MOCCI-34638-0040ba_MOCCI[MOCCI+-0])<1>[<5>+-0],(TURTI-32264-0032e8_TURTI[TURTI+-0],(CSCUL-CSCUL-00708f_CSCUL[CSCUL+-0],(SMIMO-407821-005269_SMIMO[SMIMO+-0],(PTEPI-PTEPI-006c53_PTEPI[PTEPI+-0],LHESP-LHESP-002d9b_LHESP[LHESP+-0])<2>[<1>+-0])<3>[<2>+-0])<4>[<4>+-0])<5>[<7>+-0])<6>[<7>+-1]
GT-621 to MT-0	9	26	35	((LRECL-LRECL-000612_LRECL[LRECL+-0],(SMIMO-407821-003441_SMIMO[SMIMO+-0],((PTEPI-PTEPI-001f12_PTEPI[PTEPI+-0],LHESP-LHESP-00294d_LHESP[LHESP+-0])<1>[<1>+-0],LHESP-LHESP-0022db_LHESP[LHESP+-0])<2>[<1>+-1])<3>[<2>+-0])<4>[<3>+-0],(CSCUL-CSCUL-004c1a_CSCUL[CSCUL+-0],(((SMIMO-407821-00364d_SMIMO[SMIMO+-0],(LHESP-LHESP-001044_LHESP[LHESP+-0],PTEPI-PTEPI-004cfd_PTEPI[PTEPI+-0])<5>[<1>+-0])<6>[<2>+-0],TURTI-32264-003f08_TURTI[TURTI+-0])<7>[<7>+-0],((CSCUL-CSCUL-003ccb_CSCUL[CSCUL+-0],ISCAP-6945-0020a8_ISCAP[ISCAP+-0])<8>[<7>+-0],(MOCCI-34638-001164_MOCCI[MOCCI+-0],((MOCCI-34638-00415f_MOCCI[MOCCI+-0],((PTEPI-PTEPI-00369e_PTEPI[PTEPI+-0],(SMIMO-407821-005b28_SMIMO[SMIMO+-0],LHESP-LHESP-000fcf_LHESP[LHESP+-0])<9>[<2>+-0])<10>[<2>+-1],LHESP-LHESP-000fce_LHESP[LHESP+-0])<11>[<2>+-1])<12>[<7>+-0],MOCCI-34638-00117f_MOCCI[MOCCI+-0])<13>[<7>+-1])<14>[<7>+-1])<15>[<7>+-1])<16>[<7>+-1])<17>[<7>+-1])<18>[<7>+-1]
GT-622 to MT-0	5	13	18	(TURTI-32264-002611_TURTI[TURTI+-0],(CSCUL-CSCUL-0044df_CSCUL[CSCUL+-0],((ISCAP-6945-001ebd_ISCAP[ISCAP+-0],(MOCCI-34638-002067_MOCCI[MOCCI+-0],MOCCI-34638-002068_MOCCI[MOCCI+-0])<1>[MOCCI+-1])<2>[<5>+-0],((LHESP-LHESP-000a43_LHESP[LHESP+-0],(PTEPI-PTEPI-003fef_PTEPI[PTEPI+-0],LRECL-LRECL-002d5e_LRECL[LRECL+-0])<3>[<3>+-0])<4>[<3>+-1],SMIMO-407821-002356_SMIMO[SMIMO+-0])<5>[<3>+-1])<6>[<7>+-0])<7>[<7>+-1])<8>[<7>+-1]
GT-623 to MT-0	1	5	6	((PTEPI-PTEPI-006b3d_PTEPI[PTEPI+-0],SMIMO-407821-005db3_SMIMO[SMIMO+-0])<1>[<2>+-0],(CSCUL-CSCUL-0018f9_CSCUL[CSCUL+-0],(TURTI-32264-003e93_TURTI[TURTI+-0],(MOCCI-34638-003857_MOCCI[MOCCI+-0],ISCAP-6945-0029ca_ISCAP[ISCAP+-0])<2>[<5>+-0])<3>[<6>+-0])<4>[<7>+-0])<5>[<7>+-1]
GT-624 to MT-0	8	7	15	((ISCAP-6945-000212_ISCAP[ISCAP+-0],(MOCCI-34638-00383a_MOCCI[MOCCI+-0],(MOCCI-34638-0021fd_MOCCI[MOCCI+-0],MOCCI-34638-002c64_MOCCI[MOCCI+-0])<1>[MOCCI+-1])<2>[MOCCI+-1])<3>[<5>+-0],(LHESP-LHESP-003188_LHESP[LHESP+-0],((TURTI-32264-000224_TURTI[TURTI+-0],((TURTI-32264-002165_TURTI[TURTI+-0],TURTI-32264-002152_TURTI[TURTI+-0])<4>[TURTI+-1],(TURTI-32264-003fb9_TURTI[TURTI+-0],TURTI-32264-003fbf_TURTI[TURTI+-0])<5>[TURTI+-1])<6>[TURTI+-1])<7>[TURTI+-1],TURTI-32264-001786_TURTI[TURTI+-0])<8>[TURTI+-1])<9>[<7>+-0])<10>[<7>+-1]
GT-625 to MT-0	3	9	12	(CSCUL-CSCUL-002841_CSCUL[CSCUL+-0],((TURTI-32264-003a0c_TURTI[TURTI+-0],(SMIMO-407821-006323_SMIMO[SMIMO+-0],(PTEPI-PTEPI-000258_PTEPI[PTEPI+-0],SMIMO-407821-002ccb_SMIMO[SMIMO+-0])<1>[<2>+-0])<2>[<2>+-1])<3>[<7>+-0],(MOCCI-34638-0035d0_MOCCI[MOCCI+-0],ISCAP-6945-004a06_ISCAP[ISCAP+-0])<4>[<5>+-0])<5>[<7>+-1])<6>[<7>+-1]
GT-626 to MT-0	3	10	13	(CSCUL-CSCUL-001cc4_CSCUL[CSCUL+-0],((MOCCI-34638-003b42_MOCCI[MOCCI+-0],ISCAP-6945-00490e_ISCAP[ISCAP+-0])<1>[<5>+-0],(TURTI-32264-0021d3_TURTI[TURTI+-0],(PTEPI-PTEPI-00648e_PTEPI[PTEPI+-0],(LRECL-LRECL-000fb9_LRECL[LRECL+-0],(LHESP-LHESP-00029a_LHESP[LHESP+-0],SMIMO-407821-000c23_SMIMO[SMIMO+-0])<2>[<2>+-0])<3>[<3>+-0])<4>[<3>+-1])<5>[<7>+-0])<6>[<7>+-1])<7>[<7>+-1]
GT-627 to MT-0	0	3	3	(CSCUL-CSCUL-006eb2_CSCUL[CSCUL+-0],(PTEPI-PTEPI-0026c8_PTEPI[PTEPI+-0],SMIMO-407821-000244_SMIMO[SMIMO+-0])<1>[<2>+-0])<2>[<4>+-0]
GT-628 to MT-0	1	6	7	(MOCCI-34638-003b65_MOCCI[MOCCI+-0],(ISCAP-6945-0027e5_ISCAP[ISCAP+-0],CSCUL-CSCUL-000083_CSCUL[CSCUL+-0])<1>[<7>+-0])<2>[<7>+-1]
GT-630 to MT-0	3	11	14	(TURTI-32264-000561_TURTI[TURTI+-0],(CSCUL-CSCUL-0066df_CSCUL[CSCUL+-0],(MOCCI-34638-001771_MOCCI[MOCCI+-0],((PTEPI-PTEPI-002e97_PTEPI[PTEPI+-0],SMIMO-407821-003102_SMIMO[SMIMO+-0])<1>[<2>+-0],PTEPI-PTEPI-002e96_PTEPI[PTEPI+-0])<2>[<2>+-1])<3>[<7>+-0])<4>[<7>+-1])<5>[<7>+-1]
GT-631 to MT-0	5	16	21	(((LRECL-LRECL-00464b_LRECL[LRECL+-0],(TURTI-32264-001a79_TURTI[TURTI+-0],LHESP-LHESP-001c33_LHESP[LHESP+-0])<1>[<7>+-0])<2>[<7>+-1],ISCAP-6945-001eff_ISCAP[ISCAP+-0])<3>[<7>+-1],(CSCUL-CSCUL-000133_CSCUL[CSCUL+-0],((PTEPI-PTEPI-0070c5_PTEPI[PTEPI+-0],PTEPI-PTEPI-004f25_PTEPI[PTEPI+-0])<4>[PTEPI+-1],(SMIMO-407821-002373_SMIMO[SMIMO+-0],LHESP-LHESP-0009fa_LHESP[LHESP+-0])<5>[<2>+-0])<6>[<2>+-1])<7>[<4>+-0])<8>[<7>+-1]
GT-632 to MT-0	1	6	7	(LHESP-LHESP-002ba7_LHESP[LHESP+-0],(PTEPI-PTEPI-001f23_PTEPI[PTEPI+-0],SMIMO-407821-0042b0_SMIMO[SMIMO+-0])<1>[<2>+-0])<2>[<2>+-1]
GT-635 to MT-0	3	11	14	(LRECL-LRECL-003e1f_LRECL[LRECL+-0],(LHESP-LHESP-003e6e_LHESP[LHESP+-0],(SMIMO-407821-0035da_SMIMO[SMIMO+-0],(LRECL-LRECL-003e20_LRECL[LRECL+-0],CSCUL-CSCUL-001737_CSCUL[CSCUL+-0])<1>[<4>+-0])<2>[<4>+-1])<3>[<4>+-1])<4>[<4>+-1]
GT-636 to MT-0	3	10	13	((MOCCI-34638-0017a7_MOCCI[MOCCI+-0],TURTI-32264-003af6_TURTI[TURTI+-0])<1>[<6>+-0],(((SMIMO-407821-006024_SMIMO[SMIMO+-0],LRECL-LRECL-002a09_LRECL[LRECL+-0])<2>[<3>+-0],(PTEPI-PTEPI-00364b_PTEPI[PTEPI+-0],LHESP-LHESP-000e43_LHESP[LHESP+-0])<3>[<1>+-0])<4>[<3>+-1],(CSCUL-CSCUL-000cba_CSCUL[CSCUL+-0],ISCAP-6945-000139_ISCAP[ISCAP+-0])<5>[<7>+-0])<6>[<7>+-1])<7>[<7>+-1]
GT-637 to MT-0	2	7	9	(TURTI-32264-001d2e_TURTI[TURTI+-0],((MOCCI-34638-002ecf_MOCCI[MOCCI+-0],ISCAP-6945-004b94_ISCAP[ISCAP+-0])<1>[<5>+-0],(CSCUL-CSCUL-003ac9_CSCUL[CSCUL+-0],((LRECL-LRECL-004e52_LRECL[LRECL+-0],SMIMO-407821-002723_SMIMO[SMIMO+-0])<2>[<3>+-0],PTEPI-PTEPI-0054e6_PTEPI[PTEPI+-0])<3>[<3>+-1])<4>[<4>+-0])<5>[<7>+-0])<6>[<7>+-1]
GT-638 to MT-0	2	5	7	(((CSCUL-CSCUL-005972_CSCUL[CSCUL+-0],((((PTEPI-PTEPI-000901_PTEPI[PTEPI+-0],LHESP-LHESP-0034d9_LHESP[LHESP+-0])<1>[<1>+-0],SMIMO-407821-001a6d_SMIMO[SMIMO+-0])<2>[<2>+-0],SMIMO-407821-0041da_SMIMO[SMIMO+-0])<3>[<2>+-1],LRECL-LRECL-000316_LRECL[LRECL+-0])<4>[<3>+-0])<5>[<4>+-0],(TURTI-32264-00340b_TURTI[TURTI+-0],MOCCI-34638-0036cc_MOCCI[MOCCI+-0])<6>[<6>+-0])<7>[<7>+-0],MOCCI-34638-0036f8_MOCCI[MOCCI+-0])<8>[<7>+-1]
GT-639 to MT-0	2	8	10	(TURTI-32264-000858_TURTI[TURTI+-0],(CSCUL-CSCUL-000469_CSCUL[CSCUL+-0],(ISCAP-6945-0042de_ISCAP[ISCAP+-0],((PTEPI-PTEPI-005674_PTEPI[PTEPI+-0],LHESP-LHESP-00021e_LHESP[LHESP+-0])<1>[<1>+-0],SMIMO-407821-003b37_SMIMO[SMIMO+-0])<2>[<2>+-0])<3>[<7>+-0])<4>[<7>+-1])<5>[<7>+-1]
GT-640 to MT-0	0	3	3	((LHESP-LHESP-003d70_LHESP[LHESP+-0],PTEPI-PTEPI-0032c0_PTEPI[PTEPI+-0])<1>[<1>+-0],CSCUL-CSCUL-006225_CSCUL[CSCUL+-0])<2>[<4>+-0]
GT-641 to MT-0	2	6	8	((ISCAP-6945-003f8e_ISCAP[ISCAP+-0],MOCCI-34638-002321_MOCCI[MOCCI+-0])<1>[<5>+-0],((PTEPI-PTEPI-003910_PTEPI[PTEPI+-0],LHESP-LHESP-0013c5_LHESP[LHESP+-0])<2>[<1>+-0],(((LRECL-LRECL-0010e1_LRECL[LRECL+-0],(SMIMO-407821-003a63_SMIMO[SMIMO+-0],PTEPI-PTEPI-004173_PTEPI[PTEPI+-0])<3>[<2>+-0])<4>[<3>+-0],LRECL-LRECL-00378d_LRECL[LRECL+-0])<5>[<3>+-1],CSCUL-CSCUL-0003dd_CSCUL[CSCUL+-0])<6>[<4>+-0])<7>[<4>+-1])<8>[<7>+-0]
GT-642 to MT-0	4	8	12	((MOCCI-34638-003cea_MOCCI[MOCCI+-0],(TURTI-32264-003ab5_TURTI[TURTI+-0],(TURTI-32264-0029f9_TURTI[TURTI+-0],TURTI-32264-0006e5_TURTI[TURTI+-0])<1>[TURTI+-1])<2>[TURTI+-1])<3>[<6>+-0],((ISCAP-6945-003d8d_ISCAP[ISCAP+-0],CSCUL-CSCUL-0051ea_CSCUL[CSCUL+-0])<4>[<7>+-0],(LRECL-LRECL-00450a_LRECL[LRECL+-0],(PTEPI-PTEPI-00133a_PTEPI[PTEPI+-0],SMIMO-407821-00166d_SMIMO[SMIMO+-0])<5>[<2>+-0])<6>[<3>+-0])<7>[<7>+-1])<8>[<7>+-1]
