# GT/MT combo	# dups	# losses	Total score
GT-3032 to MT-0	2	8	10
GT-3033 to MT-0	1	6	7
GT-3034 to MT-0	0	1	1
GT-3035 to MT-0	2	12	14
GT-3036 to MT-0	6	13	19
GT-3037 to MT-0	1	3	4
GT-3038 to MT-0	0	1	1
GT-3039 to MT-0	6	3	9
GT-3040 to MT-0	0	3	3
GT-3041 to MT-0	0	2	2
GT-3042 to MT-0	2	2	4
GT-3043 to MT-0	1	3	4
GT-3044 to MT-0	1	2	3
GT-3045 to MT-0	1	5	6
GT-3046 to MT-0	2	6	8
GT-3047 to MT-0	11	15	26
GT-3048 to MT-0	3	4	7
GT-3049 to MT-0	7	12	19
GT-3050 to MT-0	2	7	9
GT-3051 to MT-0	3	8	11
GT-3052 to MT-0	1	4	5
GT-3053 to MT-0	0	4	4
GT-3054 to MT-0	0	3	3
GT-3055 to MT-0	1	4	5
GT-3057 to MT-0	2	1	3
GT-3058 to MT-0	3	8	11
GT-3059 to MT-0	3	6	9
GT-3060 to MT-0	12	9	21
GT-3061 to MT-0	1	3	4
GT-3062 to MT-0	2	6	8
GT-3063 to MT-0	5	8	13
GT-3064 to MT-0	2	3	5
GT-3065 to MT-0	1	3	4
GT-3066 to MT-0	1	5	6
GT-3067 to MT-0	3	7	10
GT-3068 to MT-0	5	15	20
GT-3069 to MT-0	8	14	22
GT-3070 to MT-0	1	6	7
GT-3071 to MT-0	3	2	5
GT-3072 to MT-0	0	5	5
GT-3073 to MT-0	6	10	16
GT-3074 to MT-0	1	1	2
GT-3075 to MT-0	5	6	11
GT-3076 to MT-0	2	12	14
GT-3077 to MT-0	1	4	5
GT-3078 to MT-0	4	8	12
GT-3079 to MT-0	0	3	3
GT-3080 to MT-0	3	11	14
GT-3081 to MT-0	1	5	6
GT-3082 to MT-0	1	2	3
GT-3083 to MT-0	6	4	10
GT-3084 to MT-0	2	4	6
GT-3085 to MT-0	8	10	18
GT-3086 to MT-0	5	8	13
GT-3087 to MT-0	0	3	3
GT-3089 to MT-0	0	4	4
GT-3090 to MT-0	2	8	10
GT-3091 to MT-0	3	6	9
GT-3092 to MT-0	2	1	3
GT-3093 to MT-0	1	4	5
GT-3094 to MT-0	3	4	7
GT-3095 to MT-0	0	1	1
GT-3096 to MT-0	1	6	7
GT-3097 to MT-0	2	5	7
GT-3098 to MT-0	6	5	11
GT-3099 to MT-0	4	5	9
GT-3100 to MT-0	2	5	7
GT-3101 to MT-0	3	8	11
GT-3102 to MT-0	2	7	9
GT-3103 to MT-0	1	8	9
GT-3104 to MT-0	0	4	4
GT-3105 to MT-0	2	3	5
GT-3106 to MT-0	4	3	7
GT-3107 to MT-0	3	7	10
GT-3108 to MT-0	1	2	3
GT-3109 to MT-0	1	5	6
GT-3110 to MT-0	4	7	11
GT-3111 to MT-0	5	4	9
GT-3112 to MT-0	1	5	6
GT-3113 to MT-0	4	10	14
GT-3114 to MT-0	1	3	4
GT-3115 to MT-0	3	11	14
GT-3116 to MT-0	1	3	4
GT-3117 to MT-0	3	4	7
GT-3118 to MT-0	8	9	17
GT-3119 to MT-0	0	5	5
GT-3120 to MT-0	4	5	9
GT-3121 to MT-0	2	7	9
GT-3122 to MT-0	9	11	20
GT-3123 to MT-0	1	0	1
GT-3124 to MT-0	2	4	6
GT-3125 to MT-0	11	11	22
GT-3126 to MT-0	4	11	15
GT-3127 to MT-0	3	1	4
GT-3128 to MT-0	4	7	11
GT-3129 to MT-0	2	6	8
GT-3130 to MT-0	4	3	7
GT-3132 to MT-0	2	3	5
GT-3133 to MT-0	2	10	12
GT-3134 to MT-0	0	4	4
GT-3135 to MT-0	4	13	17
GT-3136 to MT-0	2	5	7
GT-3137 to MT-0	3	10	13
GT-3138 to MT-0	1	4	5
GT-3139 to MT-0	2	3	5
GT-3140 to MT-0	4	5	9
GT-3141 to MT-0	2	4	6
GT-3142 to MT-0	0	1	1
GT-3143 to MT-0	1	2	3
GT-3144 to MT-0	2	6	8
GT-3145 to MT-0	6	7	13
GT-3146 to MT-0	6	19	25
GT-3147 to MT-0	10	9	19
GT-3148 to MT-0	4	10	14
GT-3150 to MT-0	2	8	10
GT-3151 to MT-0	1	5	6
GT-3152 to MT-0	1	4	5
GT-3153 to MT-0	1	8	9
GT-3154 to MT-0	1	3	4
GT-3155 to MT-0	2	9	11
GT-3156 to MT-0	0	2	2
GT-3157 to MT-0	0	3	3
GT-3158 to MT-0	3	4	7
GT-3159 to MT-0	2	7	9
GT-3160 to MT-0	1	2	3
GT-3161 to MT-0	1	2	3
GT-3162 to MT-0	3	3	6
GT-3163 to MT-0	2	2	4
GT-3164 to MT-0	1	5	6
GT-3165 to MT-0	0	3	3
GT-3166 to MT-0	2	3	5
GT-3167 to MT-0	2	5	7
GT-3168 to MT-0	5	9	14
GT-3169 to MT-0	7	3	10
GT-3170 to MT-0	0	3	3
GT-3171 to MT-0	5	2	7
GT-3172 to MT-0	1	0	1
GT-3173 to MT-0	1	1	2
GT-3174 to MT-0	0	1	1
GT-3175 to MT-0	2	3	5
GT-3176 to MT-0	1	4	5
GT-3177 to MT-0	1	5	6
GT-3178 to MT-0	6	6	12
GT-3179 to MT-0	2	11	13
GT-3180 to MT-0	0	3	3
GT-3181 to MT-0	5	8	13
GT-3182 to MT-0	7	13	20
GT-3183 to MT-0	2	12	14
GT-3184 to MT-0	4	13	17
GT-3185 to MT-0	0	2	2
GT-3186 to MT-0	3	3	6
GT-3187 to MT-0	4	7	11
GT-3188 to MT-0	6	2	8
GT-3189 to MT-0	0	3	3
GT-3190 to MT-0	2	2	4
GT-3191 to MT-0	2	2	4
GT-3192 to MT-0	2	7	9
GT-3193 to MT-0	0	2	2
GT-3194 to MT-0	1	4	5
GT-3195 to MT-0	3	2	5
GT-3196 to MT-0	3	7	10
GT-3197 to MT-0	1	5	6
GT-3198 to MT-0	1	6	7
GT-3199 to MT-0	5	0	5
GT-3200 to MT-0	3	12	15
GT-3202 to MT-0	1	6	7
GT-3203 to MT-0	3	2	5
GT-3204 to MT-0	2	11	13
GT-3205 to MT-0	2	2	4
GT-3206 to MT-0	0	4	4
GT-3207 to MT-0	10	9	19
GT-3208 to MT-0	0	2	2
GT-3209 to MT-0	1	5	6
GT-3210 to MT-0	1	3	4
GT-3211 to MT-0	2	11	13
GT-3212 to MT-0	0	3	3
GT-3213 to MT-0	2	8	10
GT-3214 to MT-0	1	0	1
GT-3215 to MT-0	6	8	14
GT-3216 to MT-0	4	6	10
GT-3217 to MT-0	1	6	7
GT-3218 to MT-0	3	14	17
GT-3219 to MT-0	1	6	7
GT-3220 to MT-0	1	3	4
GT-3221 to MT-0	0	2	2
GT-3222 to MT-0	3	10	13
GT-3223 to MT-0	4	6	10
GT-3224 to MT-0	0	1	1
GT-3225 to MT-0	2	8	10
GT-3227 to MT-0	0	2	2
GT-3228 to MT-0	1	4	5
GT-3229 to MT-0	0	3	3
GT-3230 to MT-0	2	7	9
GT-3231 to MT-0	5	1	6
GT-3232 to MT-0	0	3	3
GT-3233 to MT-0	3	9	12
GT-3234 to MT-0	6	12	18
GT-3235 to MT-0	0	0	0
GT-3236 to MT-0	1	6	7
GT-3237 to MT-0	7	4	11
GT-3238 to MT-0	3	6	9
GT-3239 to MT-0	0	0	0
GT-3240 to MT-0	5	3	8
GT-3241 to MT-0	4	7	11
GT-3242 to MT-0	3	7	10
GT-3243 to MT-0	4	14	18
GT-3245 to MT-0	3	4	7
GT-3246 to MT-0	3	10	13
GT-3247 to MT-0	3	4	7
GT-3248 to MT-0	1	2	3
GT-3249 to MT-0	2	4	6
GT-3250 to MT-0	6	3	9
GT-3251 to MT-0	2	3	5
GT-3253 to MT-0	0	4	4
GT-3254 to MT-0	1	5	6
GT-3255 to MT-0	1	6	7
GT-3256 to MT-0	1	4	5
GT-3257 to MT-0	3	12	15
GT-3258 to MT-0	1	6	7
GT-3259 to MT-0	1	4	5
GT-3260 to MT-0	2	4	6
GT-3261 to MT-0	6	9	15
GT-3262 to MT-0	2	5	7
GT-3263 to MT-0	3	10	13
GT-3264 to MT-0	0	4	4
GT-3265 to MT-0	3	10	13
GT-3266 to MT-0	3	2	5
GT-3267 to MT-0	1	6	7
GT-3268 to MT-0	2	5	7
GT-3269 to MT-0	3	8	11
GT-3270 to MT-0	0	0	0
GT-3271 to MT-0	1	6	7
GT-3272 to MT-0	5	7	12
GT-3273 to MT-0	2	5	7
GT-3274 to MT-0	8	10	18
GT-3275 to MT-0	1	6	7
GT-3276 to MT-0	4	10	14
GT-3277 to MT-0	0	2	2
GT-3278 to MT-0	4	6	10
GT-3279 to MT-0	0	1	1
GT-3280 to MT-0	5	0	5
GT-3281 to MT-0	0	0	0
GT-3282 to MT-0	3	3	6
GT-3283 to MT-0	2	11	13
GT-3284 to MT-0	2	5	7
GT-3285 to MT-0	2	5	7
GT-3286 to MT-0	0	2	2
GT-3287 to MT-0	4	3	7
GT-3288 to MT-0	3	4	7
GT-3289 to MT-0	2	5	7
GT-3290 to MT-0	5	6	11
GT-3291 to MT-0	1	4	5
GT-3292 to MT-0	8	6	14
GT-3293 to MT-0	4	10	14
GT-3295 to MT-0	0	3	3
GT-3296 to MT-0	0	3	3
GT-3297 to MT-0	2	3	5
GT-3298 to MT-0	1	3	4
GT-3299 to MT-0	0	5	5
GT-3300 to MT-0	1	6	7
GT-3301 to MT-0	6	10	16
GT-3302 to MT-0	5	10	15
GT-3303 to MT-0	3	7	10
GT-3304 to MT-0	1	5	6
GT-3305 to MT-0	5	8	13
GT-3306 to MT-0	4	9	13
GT-3307 to MT-0	0	4	4
GT-3309 to MT-0	1	4	5
GT-3310 to MT-0	0	2	2
GT-3311 to MT-0	5	5	10
GT-3313 to MT-0	3	10	13
GT-3314 to MT-0	2	8	10
GT-3315 to MT-0	1	4	5
GT-3316 to MT-0	3	6	9
GT-3317 to MT-0	1	3	4
GT-3318 to MT-0	0	3	3
GT-3319 to MT-0	5	12	17
GT-3320 to MT-0	3	7	10
GT-3321 to MT-0	1	6	7
GT-3323 to MT-0	0	2	2
GT-3324 to MT-0	5	8	13
GT-3325 to MT-0	0	2	2
GT-3326 to MT-0	6	8	14
GT-3327 to MT-0	2	5	7
GT-3328 to MT-0	2	5	7
GT-3329 to MT-0	0	2	2
GT-3330 to MT-0	3	4	7
GT-3331 to MT-0	1	4	5
GT-3332 to MT-0	0	1	1
GT-3333 to MT-0	5	7	12
GT-3334 to MT-0	0	5	5
GT-3335 to MT-0	5	16	21
GT-3336 to MT-0	0	3	3
GT-3337 to MT-0	1	3	4
GT-3338 to MT-0	4	16	20
GT-3339 to MT-0	0	1	1
GT-3340 to MT-0	1	3	4
GT-3341 to MT-0	0	4	4
GT-3342 to MT-0	1	1	2
GT-3343 to MT-0	1	0	1
GT-3344 to MT-0	3	9	12
GT-3345 to MT-0	3	11	14
GT-3346 to MT-0	2	9	11
GT-3347 to MT-0	3	5	8
GT-3348 to MT-0	4	9	13
GT-3349 to MT-0	5	11	16
GT-3350 to MT-0	1	4	5
GT-3351 to MT-0	0	3	3
GT-3352 to MT-0	3	4	7
GT-3353 to MT-0	4	11	15
GT-3354 to MT-0	0	3	3
GT-3355 to MT-0	4	9	13
GT-3356 to MT-0	3	4	7
GT-3357 to MT-0	9	10	19
GT-3358 to MT-0	1	1	2
GT-3359 to MT-0	7	16	23
GT-3360 to MT-0	1	4	5
GT-3361 to MT-0	2	0	2
GT-3363 to MT-0	1	2	3
GT-3364 to MT-0	2	7	9
GT-3365 to MT-0	4	3	7
GT-3366 to MT-0	3	7	10
GT-3367 to MT-0	2	7	9
GT-3368 to MT-0	2	9	11
GT-3369 to MT-0	3	6	9
GT-3370 to MT-0	3	2	5
GT-3371 to MT-0	2	0	2
GT-3372 to MT-0	1	4	5
GT-3373 to MT-0	3	7	10
GT-3374 to MT-0	0	5	5
GT-3375 to MT-0	3	7	10
GT-3376 to MT-0	1	7	8
GT-3377 to MT-0	2	0	2
GT-3378 to MT-0	5	6	11
GT-3379 to MT-0	5	8	13
GT-3380 to MT-0	2	7	9
GT-3381 to MT-0	1	4	5
GT-3382 to MT-0	1	6	7
GT-3383 to MT-0	3	9	12
GT-3384 to MT-0	3	5	8
GT-3385 to MT-0	2	8	10
GT-3386 to MT-0	1	0	1
GT-3387 to MT-0	1	4	5
GT-3388 to MT-0	0	2	2
GT-3389 to MT-0	0	2	2
GT-3390 to MT-0	5	13	18
GT-3391 to MT-0	5	7	12
GT-3392 to MT-0	8	10	18
GT-3393 to MT-0	2	1	3
GT-3394 to MT-0	4	12	16
GT-3395 to MT-0	2	6	8
GT-3396 to MT-0	0	0	0
GT-3397 to MT-0	2	1	3
GT-3398 to MT-0	1	6	7
GT-3399 to MT-0	3	7	10
GT-3400 to MT-0	4	4	8
GT-3401 to MT-0	12	6	18
GT-3402 to MT-0	0	4	4
GT-3403 to MT-0	3	16	19
GT-3404 to MT-0	0	4	4
GT-3405 to MT-0	7	8	15
GT-3406 to MT-0	8	11	19
GT-3407 to MT-0	7	15	22
GT-3408 to MT-0	9	4	13
GT-3409 to MT-0	3	4	7
GT-3410 to MT-0	1	3	4
GT-3411 to MT-0	1	5	6
GT-3412 to MT-0	1	3	4
GT-3413 to MT-0	3	3	6
GT-3414 to MT-0	5	7	12
GT-3415 to MT-0	3	5	8
GT-3416 to MT-0	2	1	3
GT-3418 to MT-0	4	7	11
GT-3419 to MT-0	0	2	2
GT-3420 to MT-0	9	14	23
GT-3421 to MT-0	3	4	7
GT-3422 to MT-0	3	12	15
GT-3423 to MT-0	2	4	6
GT-3424 to MT-0	1	5	6
GT-3425 to MT-0	1	6	7
GT-3426 to MT-0	4	9	13
GT-3427 to MT-0	6	8	14
GT-3428 to MT-0	0	3	3
GT-3429 to MT-0	1	3	4
GT-3430 to MT-0	1	2	3
GT-3431 to MT-0	1	5	6
GT-3432 to MT-0	4	4	8
GT-3433 to MT-0	3	7	10
GT-3434 to MT-0	2	5	7
GT-3435 to MT-0	1	6	7
GT-3436 to MT-0	3	15	18
GT-3437 to MT-0	3	7	10
GT-3438 to MT-0	3	7	10
GT-3439 to MT-0	2	1	3
GT-3440 to MT-0	1	4	5
GT-3441 to MT-0	5	4	9
GT-3442 to MT-0	2	10	12
GT-3443 to MT-0	3	10	13
GT-3444 to MT-0	3	2	5
GT-3445 to MT-0	7	2	9
GT-3446 to MT-0	2	4	6
GT-3447 to MT-0	1	5	6
GT-3448 to MT-0	6	3	9
GT-3449 to MT-0	0	2	2
GT-3450 to MT-0	2	5	7
GT-3451 to MT-0	2	7	9
GT-3452 to MT-0	1	4	5
GT-3453 to MT-0	2	4	6
GT-3454 to MT-0	2	5	7
GT-3455 to MT-0	0	2	2
GT-3456 to MT-0	2	6	8
GT-3457 to MT-0	1	5	6
GT-3458 to MT-0	1	4	5
GT-3459 to MT-0	2	6	8
GT-3460 to MT-0	4	4	8
GT-3461 to MT-0	3	12	15
GT-3464 to MT-0	2	3	5
GT-3465 to MT-0	1	0	1
GT-3466 to MT-0	4	7	11
GT-3467 to MT-0	8	4	12
GT-3468 to MT-0	3	5	8
GT-3470 to MT-0	0	2	2
GT-3471 to MT-0	7	2	9
GT-3472 to MT-0	2	5	7
GT-3473 to MT-0	1	8	9
GT-3474 to MT-0	0	4	4
GT-3475 to MT-0	2	7	9
GT-3476 to MT-0	3	5	8
GT-3477 to MT-0	1	4	5
GT-3478 to MT-0	0	0	0
GT-3479 to MT-0	2	6	8
GT-3480 to MT-0	10	14	24
GT-3482 to MT-0	2	5	7
GT-3483 to MT-0	5	13	18
GT-3484 to MT-0	5	1	6
GT-3485 to MT-0	1	5	6
GT-3486 to MT-0	1	8	9
GT-3487 to MT-0	3	3	6
GT-3488 to MT-0	5	15	20
GT-3489 to MT-0	1	6	7
GT-3490 to MT-0	2	6	8
GT-3492 to MT-0	4	1	5
GT-3494 to MT-0	1	8	9
GT-3495 to MT-0	1	7	8
GT-3496 to MT-0	3	6	9
GT-3498 to MT-0	2	8	10
GT-3499 to MT-0	2	2	4
GT-3500 to MT-0	2	8	10
GT-3501 to MT-0	4	3	7
GT-3502 to MT-0	6	9	15
GT-3503 to MT-0	4	10	14
GT-3504 to MT-0	1	2	3
GT-3505 to MT-0	2	5	7
GT-3507 to MT-0	6	7	13
GT-3508 to MT-0	8	0	8
GT-3509 to MT-0	4	9	13
GT-3510 to MT-0	6	12	18
GT-3511 to MT-0	1	6	7
GT-3512 to MT-0	1	2	3
GT-3513 to MT-0	5	8	13
GT-3514 to MT-0	2	4	6
GT-3515 to MT-0	3	13	16
GT-3516 to MT-0	5	11	16
GT-3517 to MT-0	1	1	2
GT-3518 to MT-0	1	4	5
GT-3519 to MT-0	2	6	8
GT-3520 to MT-0	2	3	5
GT-3522 to MT-0	1	1	2
GT-3523 to MT-0	6	7	13
GT-3524 to MT-0	6	3	9
GT-3525 to MT-0	1	2	3
GT-3526 to MT-0	0	1	1
GT-3527 to MT-0	1	4	5
GT-3528 to MT-0	3	8	11
GT-3530 to MT-0	5	3	8
GT-3531 to MT-0	3	12	15
GT-3532 to MT-0	7	11	18
GT-3533 to MT-0	4	9	13
GT-3534 to MT-0	6	9	15
GT-3535 to MT-0	0	4	4
GT-3536 to MT-0	1	3	4
GT-3537 to MT-0	2	5	7
GT-3539 to MT-0	1	7	8
GT-3540 to MT-0	2	2	4
GT-3541 to MT-0	1	2	3
GT-3542 to MT-0	2	7	9
GT-3543 to MT-0	1	4	5
GT-3544 to MT-0	1	6	7
GT-3545 to MT-0	12	4	16
GT-3547 to MT-0	1	2	3
GT-3548 to MT-0	0	2	2
GT-3549 to MT-0	2	4	6
GT-3550 to MT-0	3	3	6
GT-3551 to MT-0	1	6	7
GT-3552 to MT-0	6	11	17
GT-3553 to MT-0	3	2	5
GT-3554 to MT-0	5	6	11
GT-3555 to MT-0	0	5	5
GT-3556 to MT-0	1	2	3
GT-3557 to MT-0	1	2	3
GT-3558 to MT-0	9	20	29
GT-3559 to MT-0	10	12	22
GT-3560 to MT-0	5	6	11
GT-3562 to MT-0	0	5	5
GT-3563 to MT-0	0	3	3
GT-3564 to MT-0	3	8	11
GT-3565 to MT-0	1	1	2
GT-3566 to MT-0	6	8	14
GT-3567 to MT-0	6	17	23
GT-3568 to MT-0	5	4	9
GT-3569 to MT-0	2	7	9
GT-3570 to MT-0	1	6	7
GT-3571 to MT-0	2	2	4
GT-3572 to MT-0	3	10	13
GT-3573 to MT-0	2	6	8
GT-3574 to MT-0	2	4	6
GT-3576 to MT-0	6	2	8
GT-3577 to MT-0	5	15	20
GT-3578 to MT-0	1	3	4
GT-3579 to MT-0	1	5	6
GT-3580 to MT-0	0	4	4
GT-3581 to MT-0	2	0	2
GT-3582 to MT-0	2	8	10
GT-3583 to MT-0	2	8	10
GT-3584 to MT-0	1	3	4
GT-3585 to MT-0	3	13	16
GT-3587 to MT-0	3	4	7
GT-3588 to MT-0	2	2	4
GT-3589 to MT-0	9	17	26
GT-3591 to MT-0	4	7	11
GT-3592 to MT-0	2	5	7
GT-3593 to MT-0	3	7	10
GT-3594 to MT-0	11	3	14
GT-3595 to MT-0	2	10	12
GT-3596 to MT-0	0	1	1
GT-3597 to MT-0	0	5	5
GT-3598 to MT-0	1	4	5
GT-3599 to MT-0	2	7	9
GT-3600 to MT-0	3	6	9
GT-3601 to MT-0	4	3	7
GT-3602 to MT-0	4	10	14
GT-3603 to MT-0	2	8	10
GT-3604 to MT-0	3	7	10
GT-3605 to MT-0	0	4	4
GT-3606 to MT-0	3	8	11
GT-3607 to MT-0	1	4	5
GT-3608 to MT-0	2	1	3
GT-3609 to MT-0	4	9	13
GT-3610 to MT-0	1	2	3
GT-3611 to MT-0	3	9	12
GT-3612 to MT-0	5	9	14
GT-3613 to MT-0	2	3	5
GT-3614 to MT-0	5	8	13
GT-3615 to MT-0	2	4	6
GT-3617 to MT-0	0	2	2
GT-3618 to MT-0	0	2	2
GT-3619 to MT-0	1	4	5
GT-3620 to MT-0	0	2	2
GT-3621 to MT-0	1	2	3
GT-3622 to MT-0	1	5	6
GT-3623 to MT-0	6	6	12
GT-3624 to MT-0	1	8	9
GT-3625 to MT-0	0	0	0
GT-3626 to MT-0	1	0	1
GT-3627 to MT-0	3	8	11
GT-3628 to MT-0	5	6	11
GT-3630 to MT-0	0	4	4
GT-3631 to MT-0	1	4	5
GT-3632 to MT-0	0	4	4
GT-3633 to MT-0	2	6	8
GT-3634 to MT-0	1	4	5
GT-3635 to MT-0	1	6	7
GT-3636 to MT-0	0	1	1
GT-3637 to MT-0	6	8	14
GT-3639 to MT-0	1	1	2
GT-3640 to MT-0	1	7	8
GT-3641 to MT-0	2	4	6
GT-3642 to MT-0	4	2	6
GT-3643 to MT-0	1	5	6
GT-3644 to MT-0	0	4	4
GT-3645 to MT-0	8	0	8
GT-3646 to MT-0	0	5	5
GT-3647 to MT-0	1	3	4
GT-3648 to MT-0	2	5	7
GT-3649 to MT-0	0	2	2
GT-3650 to MT-0	8	5	13
GT-3651 to MT-0	1	5	6
GT-3652 to MT-0	2	5	7
GT-3653 to MT-0	1	7	8
GT-3654 to MT-0	0	2	2
GT-3655 to MT-0	1	3	4
GT-3656 to MT-0	1	4	5
GT-3657 to MT-0	0	3	3
GT-3658 to MT-0	1	4	5
GT-3659 to MT-0	0	4	4
GT-3660 to MT-0	0	4	4
GT-3661 to MT-0	2	3	5
GT-3662 to MT-0	1	1	2
GT-3663 to MT-0	3	6	9
GT-3665 to MT-0	1	4	5
GT-3666 to MT-0	1	9	10
GT-3668 to MT-0	6	9	15
GT-3669 to MT-0	8	12	20
GT-3670 to MT-0	3	3	6
GT-3671 to MT-0	1	1	2
GT-3672 to MT-0	2	6	8
GT-3673 to MT-0	4	11	15
GT-3674 to MT-0	1	3	4
GT-3675 to MT-0	0	1	1
GT-3676 to MT-0	2	6	8
GT-3677 to MT-0	1	5	6
GT-3678 to MT-0	4	14	18
GT-3679 to MT-0	4	3	7
GT-3680 to MT-0	1	6	7
GT-3682 to MT-0	1	3	4
GT-3683 to MT-0	1	4	5
GT-3684 to MT-0	4	7	11
GT-3685 to MT-0	3	4	7
GT-3686 to MT-0	1	6	7
GT-3687 to MT-0	1	4	5
GT-3688 to MT-0	5	9	14
GT-3689 to MT-0	0	4	4
GT-3690 to MT-0	6	6	12
GT-3691 to MT-0	3	8	11
GT-3692 to MT-0	2	7	9
GT-3693 to MT-0	0	2	2
GT-3694 to MT-0	3	12	15
GT-3695 to MT-0	1	3	4
GT-3696 to MT-0	3	3	6
GT-3698 to MT-0	2	3	5
GT-3699 to MT-0	3	8	11
GT-3700 to MT-0	0	2	2
GT-3701 to MT-0	1	2	3
GT-3702 to MT-0	3	2	5
GT-3703 to MT-0	3	8	11
GT-3704 to MT-0	5	9	14
GT-3705 to MT-0	1	4	5
GT-3706 to MT-0	0	3	3
GT-3707 to MT-0	0	0	0
GT-3708 to MT-0	0	1	1
GT-3709 to MT-0	2	5	7
GT-3710 to MT-0	2	4	6
GT-3711 to MT-0	3	6	9
GT-3712 to MT-0	0	3	3
GT-3714 to MT-0	0	3	3
GT-3715 to MT-0	0	2	2
GT-3716 to MT-0	2	5	7
GT-3717 to MT-0	1	4	5
GT-3718 to MT-0	1	5	6
GT-3719 to MT-0	6	7	13
GT-3720 to MT-0	1	6	7
GT-3721 to MT-0	1	4	5
GT-3722 to MT-0	8	12	20
GT-3723 to MT-0	2	7	9
GT-3724 to MT-0	4	4	8
GT-3725 to MT-0	0	4	4
GT-3726 to MT-0	1	4	5
GT-3727 to MT-0	0	2	2
GT-3728 to MT-0	2	5	7
GT-3729 to MT-0	1	4	5
GT-3730 to MT-0	0	2	2
GT-3731 to MT-0	0	1	1
GT-3732 to MT-0	3	2	5
GT-3733 to MT-0	0	1	1
GT-3734 to MT-0	1	7	8
GT-3735 to MT-0	9	5	14
GT-3736 to MT-0	4	0	4
GT-3738 to MT-0	3	3	6
GT-3739 to MT-0	1	5	6
GT-3740 to MT-0	1	6	7
GT-3741 to MT-0	0	2	2
GT-3742 to MT-0	1	9	10
GT-3743 to MT-0	2	4	6
GT-3745 to MT-0	4	14	18
GT-3747 to MT-0	4	8	12
GT-3748 to MT-0	3	7	10
GT-3749 to MT-0	1	5	6
GT-3750 to MT-0	2	12	14
GT-3751 to MT-0	1	4	5
GT-3752 to MT-0	1	5	6
GT-3753 to MT-0	4	1	5
GT-3754 to MT-0	1	3	4
GT-3755 to MT-0	2	2	4
GT-3756 to MT-0	0	3	3
GT-3757 to MT-0	4	7	11
GT-3758 to MT-0	0	0	0
GT-3759 to MT-0	7	6	13
GT-3760 to MT-0	2	7	9
GT-3761 to MT-0	3	8	11
GT-3762 to MT-0	1	2	3
GT-3763 to MT-0	1	5	6
GT-3764 to MT-0	3	2	5
GT-3765 to MT-0	7	7	14
GT-3767 to MT-0	0	5	5
GT-3768 to MT-0	0	5	5
GT-3769 to MT-0	2	4	6
GT-3770 to MT-0	0	3	3
GT-3771 to MT-0	1	0	1
GT-3772 to MT-0	6	10	16
GT-3773 to MT-0	0	1	1
GT-3774 to MT-0	1	2	3
GT-3775 to MT-0	1	2	3
GT-3776 to MT-0	5	8	13
GT-3777 to MT-0	11	13	24
GT-3778 to MT-0	1	2	3
GT-3779 to MT-0	5	3	8
GT-3780 to MT-0	2	3	5
GT-3781 to MT-0	4	5	9
GT-3782 to MT-0	2	2	4
GT-3783 to MT-0	1	7	8
GT-3784 to MT-0	1	6	7
GT-3785 to MT-0	4	7	11
GT-3786 to MT-0	5	13	18
GT-3787 to MT-0	1	5	6
GT-3788 to MT-0	3	8	11
GT-3789 to MT-0	4	0	4
GT-3790 to MT-0	6	4	10
GT-3791 to MT-0	0	2	2
GT-3792 to MT-0	9	25	34
GT-3793 to MT-0	2	1	3
GT-3794 to MT-0	1	5	6
GT-3795 to MT-0	4	4	8
GT-3796 to MT-0	1	0	1
GT-3797 to MT-0	11	1	12
GT-3798 to MT-0	0	1	1
GT-3799 to MT-0	2	1	3
GT-3800 to MT-0	3	4	7
GT-3801 to MT-0	1	4	5
GT-3802 to MT-0	1	2	3
GT-3803 to MT-0	2	3	5
GT-3804 to MT-0	2	9	11
GT-3805 to MT-0	2	5	7
GT-3806 to MT-0	2	1	3
GT-3807 to MT-0	3	6	9
GT-3808 to MT-0	5	9	14
GT-3809 to MT-0	0	2	2
GT-3810 to MT-0	0	1	1
GT-3811 to MT-0	1	6	7
GT-3812 to MT-0	1	0	1
GT-3813 to MT-0	0	4	4
GT-3814 to MT-0	5	2	7
GT-3815 to MT-0	1	4	5
GT-3816 to MT-0	2	4	6
GT-3817 to MT-0	1	5	6
GT-3818 to MT-0	1	1	2
GT-3819 to MT-0	5	3	8
GT-3820 to MT-0	2	8	10
GT-3821 to MT-0	0	3	3
GT-3822 to MT-0	6	8	14
GT-3823 to MT-0	4	9	13
GT-3824 to MT-0	2	2	4
GT-3825 to MT-0	0	2	2
GT-3826 to MT-0	1	5	6
GT-3827 to MT-0	6	0	6
GT-3829 to MT-0	2	3	5
GT-3830 to MT-0	0	4	4
GT-3831 to MT-0	1	5	6
GT-3832 to MT-0	0	3	3
GT-3833 to MT-0	3	4	7
GT-3834 to MT-0	1	10	11
GT-3835 to MT-0	4	4	8
GT-3836 to MT-0	1	7	8
GT-3837 to MT-0	1	4	5
GT-3838 to MT-0	2	4	6
GT-3839 to MT-0	9	3	12
GT-3840 to MT-0	1	8	9
GT-3841 to MT-0	1	5	6
GT-3842 to MT-0	0	0	0
GT-3843 to MT-0	2	3	5
GT-3844 to MT-0	1	7	8
GT-3845 to MT-0	2	8	10
GT-3846 to MT-0	0	2	2
GT-3847 to MT-0	0	3	3
GT-3848 to MT-0	2	7	9
GT-3850 to MT-0	0	2	2
GT-3851 to MT-0	4	2	6
